rank,author,total_books,books3_books,libgen_books,public_domain,affected_by,sued_over
887,Dave Lieberman,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
888,David Amram,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
889,David Benatar,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
890,David Bryan,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
891,David D. Friedman,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
892,David Evanier,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
893,David Frankel,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
894,David G. Dalin,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
895,David Hartman (rabbi),2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
896,David Hirsch (rabbi),2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
897,David Hollander (rabbi),2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
898,David M. Friedman,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
899,David Schwartzman (economist),2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
900,David Vogel (author),2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
901,David Yazbek,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
902,Deborah Copaken,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
903,Delia Ephron,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
904,Diane Samuels,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
905,Diane von Fürstenberg,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
906,Donald Fagen,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
907,Donny Deutsch,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
908,Dora Levy Mossanen,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
909,Ed. Weinberger,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
910,Edith Pearlman,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
911,Edward Kessler,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
912,Elaine Mokhtefi,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
913,Eleanor Reissa,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
914,Eli Gottlieb,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
915,Eli Noam,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
916,Eli Pariser,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
917,Elie Honig,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
918,Ella Shohat,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
919,Emma Lazarus,2,2,0,yes,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
920,Eric Breindel,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
921,Eric Kripke,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
922,Eric Mann,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
923,Eugen Rosenstock-Huessy,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
924,Eugene Korn,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
925,Eugene Yelchin,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
926,Ezra Schwartz,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
927,Fannie Hurst,2,1,1,yes,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
928,Fiona Maazel,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
929,Fran Lebowitz,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
930,Frank Chodorov,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
931,Frank Rich,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
932,Gail Simmons,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
933,Gary Weiss,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
934,Gayle Rubin,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
935,Gayle Tzemach Lemmon,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
936,Geoffrey Nunberg,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
937,George Gershwin,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
938,Geraldo Rivera,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
939,Harry Stein (author),2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
940,Harvey Fierstein,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
941,Hayim Halevy Donin,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
942,Helaine Olen,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
943,Helen Deutsch,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
944,Helene Hanff,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
945,Hendrik Hertzberg,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
946,Henry Roth,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
947,Hilton Kramer,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
948,Hugo Gernsback,2,0,2,yes,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
949,Hugo von Hofmannsthal,2,1,1,yes,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
950,Hyam Maccoby,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
951,Irin Carmon,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
952,Irving Howe,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
953,Irving Stone,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
954,Irving Taylor (songwriter),2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
955,Isaac Babel,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
956,Israel Zangwill,2,0,2,yes,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
957,Jack Marshall (author),2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
958,Jacob M. Appel,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
959,Jacob Rader Marcus,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
960,Jacqueline de Romilly,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
961,Jake Adelstein,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
962,James Gray (director),2,0,2,yes,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
963,James Kirchick,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
964,James Newton Howard,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
965,Jane Bowles,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
966,Jann Wenner,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
967,Jay Bennett (author),2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
968,Jay Neugeboren,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
969,Jay Newman,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
970,Jeff Greenfield,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
971,Jeffrey Steingarten,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
972,Jennifer Gilmore,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
973,Jerome Groopman,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
974,Jerry Lewis,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
975,Jerry Mander,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
976,Jiří Weil,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
977,Joan Peters,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
978,Jodi Kantor,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
979,Joel Kovel,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
980,Joel Spolsky,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
981,John E. Mack,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
982,John Milius,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
983,Jonah Raskin,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
984,Jonathan A. Goldstein,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
985,Jonathan Freedland,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
986,Jonathan Hughes (rabbi),2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
987,Jonathan Rosen,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
988,Jonathan Rosenblum,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
989,Joseph Breuer,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
990,Joseph Gordon-Levitt,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
991,Joseph North (writer),2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
992,Joshua Trachtenberg,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
993,Judd Apatow,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
994,Judith Frank,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
995,Judith Plaskow,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
996,Julius Lester,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
997,Julius Pokorny,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
998,Karen Berg (writer),2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
999,Karen Lehrman Bloch,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1000,Karina Longworth,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1001,Kate Siegel,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1002,Katharine Weber,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1003,Larry Brilliant,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1004,Larry Miller (comedian),2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1005,Laura Z. Hobson,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1006,Laurie David,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1007,Laurie L. Patton,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1008,Lawrence Ferlinghetti,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1009,Lena Dunham,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1010,Lenny Bruce,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1011,Leo Rosten,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1012,Leo Spitzer,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1013,Leslie Epstein,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1014,Leslie Fiedler,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1015,Liana Finck,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1016,Lilian R. Furst,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1017,Linda Jaivin,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1018,Lisa Birnbach,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1019,Lisa Grunwald,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1020,Loren Bouchard,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1021,Louis Finkelstein,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1022,M. Gary Neuman,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1023,Marek Halter,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1024,Margo Howard,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1025,Marione Ingram,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1026,Marjorie Grene,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1027,Mark Levin,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1028,Martha Ackelsberg,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1029,Martin S. Bergmann,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1030,Martin Seligman,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1031,Mary Antin,2,1,1,yes,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1032,Matt Melvin,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1033,Megan Amram,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1034,Meredith Tax,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1035,Michael Beer (poet),2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1036,Michael David Lukas,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1037,Michael Ian Black,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1038,Michael Steinberg (music critic),2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1039,Michelle Goldberg,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1040,Miko Peled,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1041,Milton Meltzer,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1042,Mirjam Pressler,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1043,Mischa Berlinski,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1044,Mitchell Cohen,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1045,Moisés Kaufman,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1046,Mona Charen,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1047,Morgan Murphy (comedian),2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1048,Moss Hart,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1049,Moyshe Kulbak,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1050,Naomi Levy,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1051,Nathan Rabin,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1052,Nathaniel Weyl,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1053,Nellie Bowles,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1054,Noah Levine,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1055,Norbert Wiener,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1056,Nouriel Roubini,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1057,Oren Cass,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1058,Oswald Jacoby,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1059,Pamela Erens,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1060,Patricia Polacco,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1061,Paul Goldberg (writer),2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1062,Paul Shapiro (author),2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1063,Peter Gethers,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1064,Peter Sagal,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1065,Philip Rieff,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1066,Phyllis Bennis,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1067,Phyllis Gotlieb,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1068,Rachel Swirsky,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1069,Rachel Tzvia Back,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1070,Raphael Bob-Waksberg,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1071,Reed Brody,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1072,Richard Belzer,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1073,Richard Elman (writer),2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1074,Richard Epstein,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1075,Richard Jacobs (rabbi),2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1076,Richard Rodgers,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1077,Richard Wolffe,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1078,Richard Zimler,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1079,Rodger Kamenetz,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1080,Romain Gary,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1081,Ron Rosenbaum,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1082,Rosalind Wiseman,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1083,Roya Hakakian,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1084,Ruth Franklin,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1085,Ruth Prawer Jhabvala,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1086,Salka Viertel,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1087,Salo Baron,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1088,Sam J. Miller,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1089,Sanford Friedman,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1090,Sarah Kay (poet),2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1091,Sarah Silverman,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1092,Saul Alinsky,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1093,Scott Haltzman,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1094,Seth M. Siegel,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1095,Seymour Melman,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1096,Shana Knizhnik,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1097,Shaye J. D. Cohen,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1098,Sheila Schwartz,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1099,Shmuly Yanklowitz,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1100,Shulamit Reinharz,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1101,Sid Fleischman,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1102,Stanisław Lem,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1103,Stanley Diamond,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1104,Stanley G. Weinbaum,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1105,Stanley Kunitz,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1106,Stella Adler,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1107,Steve Goodman,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1108,Steve Leder,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1109,Steven A. Shaw,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1110,Steven Levenson,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1111,Sue Klebold,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1112,Susan Estrich,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1113,Susanna Kaysen,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1114,Sydney Schanberg,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1115,Sylvan Barnet,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1116,Thane Rosenbaum,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1117,Thomas Buergenthal,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1118,Tina Rosenberg,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1119,Tom Reiss,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1120,Tova Reich,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1121,Trina Robbins,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1122,Tristan Tzara,2,1,1,yes,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1123,Warren Adler,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1124,Wendy Wasserstein,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1125,William Steig,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1126,William Tenn,2,1,1,yes,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1127,Yasmina Reza,2,2,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1128,Zach Weinersmith,2,1,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1129,Zachary Braiterman,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1130,Zola Levitt,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1131,Zvi Gitelman,2,0,2,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1132,A. O. Scott,1,1,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1133,Aaron Copland,1,1,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1134,Aaron Gross,1,1,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1135,Aaron S. Zelman,1,0,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1136,Abbie Hoffman,1,0,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1137,Abraham Cahan,1,1,0,yes,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1138,Abraham J. Twerski,1,0,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1139,Abraham Regelson,1,0,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1140,Adam Eli,1,0,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1141,Adam Garfinkle,1,0,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1142,Adam Guettel,1,1,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1143,Adam J. Graves,1,0,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1144,Aharon Lichtenstein,1,0,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1145,Al Hirschfeld,1,1,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1146,Al Hoffman,1,0,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1147,Alan Colmes,1,0,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1148,Alan Kirschenbaum,1,0,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1149,Alan Lelchuk,1,0,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1150,Alan Sondheim,1,0,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1151,Alanis Morissette,1,0,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1152,Albert Brooks,1,0,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1153,Albie Sachs,1,0,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1154,Aleksander Wat,1,1,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1155,Alex Epstein (screenwriter),1,1,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1156,Alex Kurtzman,1,0,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1157,Alexander Harkavy,1,0,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1158,Alfred Einstein,1,0,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1159,Alfred Uhry,1,1,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1160,Ali Adler,1,0,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1161,Alice B. Toklas,1,1,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1162,Alice Goodman,1,1,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1163,Alicia Appleman-Jurman,1,0,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1164,Alicia Garza,1,1,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1165,Alicia Roth Weigel,1,0,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1166,Allison Raskin,1,1,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1167,Amanda Montell,1,1,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1168,Amelia Rosselli,1,1,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1169,Ammiel Hirsch,1,1,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1170,Amram Ducovny,1,1,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1171,Amy Goldin,1,1,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1172,Amy Schumer,1,1,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1173,Andrea Goldsmith (writer),1,0,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1174,Andrea Weiss (rabbi),1,1,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1175,Andrew Breitbart,1,1,0,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
1176,Andrew Feinstein,1,0,1,,Meta (Llama),Books3/LibGen; copyright + DMCA 1202
