rank,channel,total_clips,affected_by,sued_over
49714,Nikolas Gutierrez,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49715,Grace Young,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49716,casmakeup,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49717,Raina Huang,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49718,ReturntoNatureSkills,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49719,BIMES Dubai,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49720,leben-und-so,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49721,Smithsonian's National Zoo,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49722,Roland DG Brasil,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49723,Jackson Felt,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49724,DshackTech,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49725,adventureservices,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49726,Asbobaker,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49727,Calvin H,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49728,isoke,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49729,Julien Fourgeaud,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49730,PauVlogs,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49731,feelthai,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49732,Jurasic,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49733,Little Miss Builder,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49734,Jardy Santiago,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49735,Lekus Lifestyle,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49736,Ryan Babel,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49737,Angry Introverts,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49738,Vegan,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49739,What?,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49740,Trees n Trends,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49741,AGPathfindersProductions,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49742,NestGames [NG],1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49743,STGMedia,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49744,poisonedtruth,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49745,IntroducingEmy,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49746,Ron Jungwirth,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49747,oliver richardson,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49748,Evgeniy Topgun,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49749,Richie D Rants,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49750,Brent Prater,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49751,Robbie,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49752,NewCinema,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49753,Thermomix Australia and New Zealand,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49754,MakingUFeel,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49755,Premier 1 Driver,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49756,Andrew Unverzagt,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49757,WingTsunSweden,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49758,leevin camacho,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49759,Tom Payne,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49760,Rapidobject,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49761,Understand Me - the Communication Library,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49762,Tartantaz Creates,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49763,Jose Flores,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49764,SenorMuchacho,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49765,Hotels Catalogue,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49766,Celtic Fan,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49767,Vishal Haria,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49768,Equine System,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49769,RCtomato,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49770,MatronStarcraft,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49771,Getty Stewart,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49772,Gareth Myles,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49773,Artem JS,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49774,Richard Chang,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49775,Cajun Blaze,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49776,Tina Davidsson,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49777,Retroclips,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49778,Bryan Cody,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49779,TheMuscleCarPlace,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49780,JustCarInsurance,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49781,WillBrink,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49782,S@lin[CCCP],1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49783,EstrenosPeru,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49784,Steph Arizona,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49785,Mousie,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49786,Kino Ask,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49787,Eluruguayo,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49788,MarkeTeamInc,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49789,OverkillArmy,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49790,Schindlersfist,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49791,Bass n' Bonsai,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49792,Biocoop,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49793,M D,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49794,Kriv Stenders,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49795,Naprawy Pralek,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49796,Bents Garden Home,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49797,Popnicute Jewelry,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49798,caseykreicar,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49799,Michael Gordon,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49800,Wimpy Gimp,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49801,Sharon - Starting Afresh at 50!!,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49802,Mr. Freeman (Русский),1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49803,NOW Foods,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49804,Cortesjf,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49805,suigoudashi,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49806,MakeUpKaty,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49807,Greg Cummines,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49808,Adler Mannheim,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49809,Aleksandr Dedov,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49810,Cognitio Ipsum,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49811,The Asian Mamba,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49812,Redish Motorsport,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49813,CelebrityCruisesDE,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49814,roastmasterscoffee,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49815,Zamony Venture,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49816,Klaus Lagermann,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49817,RovePestControl,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49818,Coyotes Xochicalco,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49819,Jeff Cutler,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49820,Рецепты Бабушки Эммы,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49821,ShaHash,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49822,Al's Garden & Home,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49823,Razvan Ciprian Ungureanu,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49824,The Limb Reaper,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49825,ShyShy Fit,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49826,IvanForeverLife,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49827,如意,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49828,Football Victoria,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49829,myseeyouatthepole,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49830,JhonsilverV,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49831,AULTimate OUTDOORS,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49832,EnciclopediaLusa,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49833,Oakley,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49834,GameZine,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49835,Lt. Beardo,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49836,KennyChannelGame,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49837,Natalia Simmons,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49838,TheNathanFunkk,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49839,Jewel Li,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49840,Sergbolshoy,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49841,Go Punta Cana Real Estate,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49842,yessie sias,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49843,Another Time and Lace,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49844,Irma Ross,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49845,Knauf AMF,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49846,ClassicRecollections,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49847,cococrispe,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49848,John Wildauer,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49849,BringItTacos,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49850,HomeschoolingNet,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49851,Stadtfernsehen Schwechat,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49852,RcFrenzy,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49853,Gary Davies,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49854,LionGold,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49855,Red Bull Batalla,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49856,Kandis,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49857,iDateAdvice,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49858,VictorTsoiJackass,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49859,Gamertechunlimited,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49860,masterkladki,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49861,armagedomgamers,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49862,Wallaby,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49863,TROLLz FOR LOLz,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49864,Ponto Natural Franquia,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49865,Zenta,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49866,TwoGuysGarage,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49867,Sipote,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49868,Zasnimator,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49869,DoctorKankle,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49870,Subject:NoSubject,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49871,Lighting Projects Materials--Shirley,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49872,Sarah DeSouza-Coelho,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49873,Jay Pichardo,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49874,HRiUtilities,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49875,CreasyTLT,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49876,Clínicas Espregueira,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49877,The Wood Craftsman,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49878,Healthy Crazy Cool,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49879,The Urban Monk,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49880,Joshua Scarbrough,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49881,CAPO Kitchen and Bath,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49882,Kyle David Hall,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49883,Eric Stoner,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49884,Cracker Swamp,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49885,ialigames,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49886,Scarlett Johansson,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49887,Matt DK,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49888,Steven Yu,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49889,ZachahryHD,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49890,Doradofutbol,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49891,Kamel BOUSSABOUA,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49892,gamerglass,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49893,Trackmaster Toy Train Village,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49894,Madison City Schools,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49895,Havagan,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49896,Beetle Breeding Daniel Ambuehl,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49897,JSR Visions,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49898,Dr Vikram Yadav,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49899,Darren Antonio,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49900,artisanfilm,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49901,Haphazard Homestead,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49902,Detox Trading,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49903,エクストリームチャンネル,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49904,S.O.S Android,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49905,ThisWeekinPhoto,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49906,Mathe by Daniel Jung,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49907,LaciSera,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49908,SuperApplemad,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49909,Earthmover,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49910,Pinterest in real life,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49911,Benjamin Gettin,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49912,HNA,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49913,Stone Glacier,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49914,nickgamecode,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49915,AmericasFightingDino,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49916,Pullum,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49917,DanceLifeTV,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49918,restaurantshow,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49919,Toa Payoh Vets,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49920,GameCoachTV,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49921,mitsu okaおかみつ,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49922,Equipe Gamer BR,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49923,chezlin,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49924,Fotoreporteren,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49925,Dr Nesta Vázquez,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49926,TheBadQuality,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49927,EasyPicturesToDraw,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49928,Jungle.ru,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49929,Ruthanne Vicki,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49930,Lennie Core,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49931,Valetti,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49932,Hey Grill Hey,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49933,FusionProductions,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49934,Boss Project,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49935,Conscious Poker by Alec Torelli,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49936,Arturo Goga,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49937,BurgerLand,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49938,TheShinyLapras,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49939,Chandresh S,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49940,KickFit Martial Arts schools,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49941,photofonz,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49942,foodtogostephro,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49943,BlueGrayGal,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49944,Shade,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49945,websofttutorials,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49946,Sewing Zombies,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49947,Comment Photographier,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49948,LifeofJodes,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49949,Rafa Rocha (in english),1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49950,Chai Ninja,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49951,WolwX,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49952,YetiChaos,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49953,Game Tiếng Việt,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49954,TsunamiEX,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49955,Canal Multivisi,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49956,Coach Dom Costa,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49957,J Dirom,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49958,Lisa Marie Varon,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49959,maonooya,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49960,TawernaHoMM,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49961,Arky.fr,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49962,The Visualante,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49963,chaitanya krishnan,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49964,Shopkins Unboxed,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49965,Meg's Goodies,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49966,Javier Gamboa,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49967,Memthebarber,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49968,WaterAid,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49969,Jaime “Vampitech” Calvo,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49970,Munzee,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49971,Reawaken Your Brilliance By Julie Coraccio (Declutter Your Life),1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49972,StarKnowledgeTV,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49973,Education for every one,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49974,Josh Edgerton,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49975,Williamson Wines Epicurean Kitchen,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49976,New York Red Bulls,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49977,True North Angling,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49978,Ivan Fedorov,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49979,FANz eSports Highlight,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49980,TheLadyEnchantee,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49981,Dota Guy,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49982,Wiring Products,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49983,K L Security Enterprises,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49984,Carlos Martins,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49985,mamasnook,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49986,Courtney & Andy,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49987,GetDaved,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49988,WorldofOutlaws,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49989,Rachel Martino,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49990,all things home,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49991,fanemail,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49992,Thomas Ever After,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49993,Los Ponys Vuelan Bajo,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49994,Pretty Casual,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49995,Fanatec,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49996,Penela,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49997,iMeaPz,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49998,TheLaurenLoDown,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
49999,Warriorsauce,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
